,Unnamed: 0.1,Unnamed: 0,Review,Rating
2078,2078,2078,Very good product and wash quality is excellent with less power use and water use. Electricity consumption is really low with powerful motor. You can also operate thus machine through your inverter.I am adding my thoughts after 4 months usage no any problem found and it is working fine.You can go for it.....,good product wash qualiti excel less power use water use electr consumpt realli low power motor also oper thus machin inverteri ad thought  month usag problem found work fineyou go
2079,2079,2079,Excellent product!Design - BeautifulBuilt - PremiumPerformance - ExcellentFunctions and sensers - Best in classCloths cleaning - SuperbInstallation - Guy called and came as per the time suggested.,excel productdesign  beautifulbuilt  premiumperform  excellentfunct senser  best classcloth clean  superbinstal  guy call came per time suggest
2080,2080,2080,Delivered well in advance than given date. Lovely piece liked by family. Next day the engineer came to fix the machine and explained the functionality. Thank you seller.,deliv well advanc given date love piec like famili next day engin came fix machin explain function thank seller
2081,2081,2081,Heavy vibrations... Taking too much time...,heavi vibrat take much time
2082,2082,2082,Don't buy this LOUD NOISE WHILE WASHINGAnd Flipkart doesn't replace this rubbish productVERY BAD SERVICE,dont buy loud nois washingand flipkart doesnt replac rubbish productveri bad servic
2083,2083,2083,"Motor sound very high,",motor sound high
2084,2084,2084,Nice products I am Full satisfied,nice product full satisfi
2085,2085,2085,Heavy noise..,heavi nois
2086,2086,2086,Okay product. It doesn't cleans the clothes very well but its okay for regular use. Sound is a bit more while washing clothes,okay product doesnt clean cloth well okay regular use sound bit wash cloth
2087,2087,2087,Comparable for joint family..,compar joint famili
2088,2088,2088,"Happy to see these kind of productsWhich always feels us values for moneyMost recommended, Looks awesome, Quite Awesome !!!Thanks to the manufacturer And thanks flipkart for bringing these types of products",happi see kind productswhich alway feel us valu moneymost recommend look awesom quit awesom thank manufactur thank flipkart bring type product
2089,2089,2089,Excellent washing machine at this price,excel wash machin price
2090,2090,2090,"This product is worth for money , premium quality product ,I am very happy for ordering this product .",product worth money  premium qualiti product happi order product 
2091,2091,2091,Value for money,valu money
2092,2092,2092,Nice,nice
2093,2093,2093,Very goo product I am very happy,goo product happi
2094,2094,2094,Best,best
2095,2095,2095,Best,best
2096,2096,2096,Best,best
2097,2097,2097,At first i got a damaged product but flipkart was fast in arranging a replacement. The replacement effort really increased my faith in online purchases. Thank you flipkart.Monitor is good at this price.You can see some pixelation of text but images look fine. If you are looking for a big screen at a low price and ready to compromise a little on text quality go for it.,first got damag product flipkart fast arrang replac replac effort realli increas faith onlin purchas thank flipkartmonitor good priceyou see pixel text imag look fine look big screen low price readi compromis littl text qualiti go
2098,2098,2098,After all the research I found this product to be best and pocket friendly in the segment. I bought this for 9899/-. The screen quality is awesome. If you are searching for great picture quality in budget this product is for you.,research found product best pocket friend segment bought  screen qualiti awesom search great pictur qualiti budget product
2099,2099,2099,"Low price, gud quality",low price gud qualiti
2100,2100,2100,"Good monitor for this price range.It comes with,1. HDMI port2. VGA port3. Audi line out (3.5 mm jack)Got this item within stipulated delivery dates.",good monitor price rangeit come  hdmi  vga  audi line  mm jackgot item within stipul deliveri date
2101,2101,2101,Super,super
2102,2102,2102,"Great picture Quality!!! satisfying all my needs like in work, entertainment and gaming !!👍Pros:1.Quality of display colours, PPi everything is great for it's price2.Matt finish display is great and 75Hz is more than enough for all kind of tasks! If ur not a hard core gamer!!Cons:1.only one HDMI port I wish there would be 2 HDMI ports in future models",great pictur qualiti satisfi need like work entertain game 👍 display colour ppi everyth great  finish display great  enough kind task ur hard core  one hdmi port wish would  hdmi port futur model
